2010	1188	380.3076	2010	725	300.65000000000003	2010	680	350.0
2020	1189	380.38530000000003	2020	726	300.164	2020	681	349.75
2030	1190	380.463	2030	727	299.678	2030	682	349.5
2040	1191	380.5407	2040	728	299.192	2040	683	349.25
2050	1192	380.6184	2050	729	298.706	2050	684	349.0
2060	1193	380.6961	2060	730	298.22	2060	685	348.75
2070	1194	380.7738	2070	731	297.73400000000004	2070	686	348.5
2080	1195	380.8515	2080	732	297.248	2080	687	348.25
2090	1196	380.92920000000004	2090	733	296.762	2090	688	348.0
2100	1197	381.0069	2100	734	296.276	2100	689	347.75
2110	1198	381.0846	2110	735	295.79	2110	690	347.5
2120	1199	381.1623	2120	736	295.30400000000003	2120	691	347.25
2130	1200	381.24	2130	737	294.818	2130	692	347.0
2140	1201	381.3177	2140	738	294.332	2140	693	346.75
2150	1202	381.3954	2150	739	293.846	2150	694	346.5
2160	1203	381.4731	2160	740	293.36	2160	695	346.25
2170	1204	381.5508	2170	741	292.874	2170	696	346.0
2180	1205	381.62850000000003	2180	742	292.38800000000003	2180	697	345.75
2190	1206	381.7062	2190	743	291.902	2190	698	345.5
2200	1207	381.7839	2200	744	291.416	2200	699	345.25
2210	1208	381.8616	2210	745	290.93	2210	700	345.0
2220	1209	381.9393	2220	746	290.444	2220	701	344.75
2230	1210	382.017	2230	747	289.958	2230	702	344.5
2240	1211	382.0947	2240	748	289.47200000000004	2240	703	344.25
2250	1212	382.17240000000004	2250	749	288.986	2250	704	344.0
2260	1213	382.2501	2260	750	288.5	2260	705	343.75
2270	1214	382.3278	2270	751	288.014	2270	706	343.5
2280	1215	382.4055	2280	752	287.528	2280	707	343.25
2290	1216	382.4832	2290	753	287.04200000000003	2290	708	343.0
2300	1217	382.5609	2300	754	286.556	2300	709	342.75
2310	1218	382.6386	2310	755	286.07	2310	710	342.5
2320	1219	382.7163	2320	756	285.584	2320	711	342.25
2330	1220	382.794	2330	757	285.098	2330	712	342.0
2340	1221	382.87170000000003	2340	758	284.612	2340	713	341.75
2350	1222	382.9494	2350	759	284.12600000000003	2350	714	341.5
2360	1223	383.0271	2360	760	283.64	2360	715	341.25
2370	1224	383.1048	2370	761	283.154	2370	716	341.0
2380	1225	383.1825	2380	762	282.668	2380	717	340.75
2390	1226	383.2602	2390	763	282.182	2390	718	340.5
2400	1227	383.3379	2400	764	281.696	2400	719	340.25
2410	1228	383.41560000000004	2410	765	281.21000000000004	2410	720	340.0
2420	1229	383.4933	2420	766	280.724	2420	721	339.75
2430	1230	383.571	2430	767	280.238	2430	722	339.5
2440	1231	383.6487	2440	768	279.752	2440	723	339.25
2450	1232	383.7264	2450	769	279.266	2450	724	339.0
2460	1233	383.8041	2460	770	278.78000000000003	2460	725	338.75
2470	1234	383.8818	2470	771	278.294	2470	726	338.5
2480	1235	383.9595	2480	772	277.808	2480	727	338.25
2490	1236	384.0372	2490	773	277.322	2490	728	338.0
2500	1237	384.11490000000003	2500	774	276.836	2500	729	337.75
2510	1238	384.1926	2510	775	276.35	2510	730	337.5
2520	1239	384.2703	2520	776	275.86400000000003	2520	731	337.25
2530	1240	384.348	2530	777	275.378	2530	732	337.0
2540	1241	384.4257	2540	778	274.892	2540	733	336.75
2550	1242	384.5034	2550	779	274.406	2550	734	336.5
2560	1243	384.5811	2560	780	273.92	2560	735	336.25
2570	1244	384.6588	2570	781	273.434	2570	736	336.0
2580	1245	384.7365	2580	782	272.94800000000004	2580	737	335.75
2590	1246	384.8142	2590	783	272.462	2590	738	335.5
2600	1247	384.8919	2600	784	271.976	2600	739	335.25
2610	1248	384.9696	2610	785	271.49	2610	740	335.0
2620	1249	385.0473	2620	786	271.004	2620	741	334.75
2630	1250	385.125	2630	787	270.51800000000003	2630	742	334.5
2640	1251	385.2027	2640	788	270.032	2640	743	334.25
2650	1252	385.2804	2650	789	269.546	2650	744	334.0
2660	1253	385.35810000000004	2660	790	269.06	2660	745	333.75
2670	1254	385.4358	2670	791	268.574	2670	746	333.5
2680	1255	385.5135	2680	792	268.088	2680	747	333.25
2690	1256	385.5912	2690	793	267.60200000000003	2690	748	333.0
2700	1257	385.6689	2700	794	267.116	2700	749	332.75
2710	1258	385.7466	2710	795	266.63	2710	750	332.5
2720	1259	385.8243	2720	796	266.144	2720	751	332.25
2730	1260	385.902	2730	797	265.658	2730	752	332.0
2740	1261	385.9797	2740	798	265.172	2740	753	331.75
2750	1262	386.05740000000003	2750	799	264.68600000000004	2750	754	331.5
2760	1263	386.1351	2760	800	264.2	2760	755	331.25
2770	1264	386.2128	2770	801	263.714	2770	756	331.0
2780	1265	386.2905	2780	802	263.228	2780	757	330.75
2790	1266	386.3682	2790	803	262.742	2790	758	330.5
2800	1267	386.4459	2800	804	262.25600000000003	2800	759	330.25
2810	1268	386.5236	2810	805	261.77	2810	760	330.0
2820	1269	386.60130000000004	2820	806	261.284	2820	761	329.75
2830	1270	386.679	2830	807	260.798	2830	762	329.5
2840	1271	386.7567	2840	808	260.312	2840	763	329.25
2850	1272	386.8344	2850	809	259.826	2850	764	329.0
2860	1273	386.9121	2860	810	259.34000000000003	2860	765	328.75
2870	1274	386.9898	2870	811	258.854	2870	766	328.5
2880	1275	387.0675	2880	812	258.368	2880	767	328.25
2890	1276	387.1452	2890	813	257.882	2890	768	328.0
2900	1277	387.2229	2900	814	257.396	2900	769	327.75
2910	1278	387.30060000000003	2910	815	256.91	2910	770	327.5
2920	1279	387.3783	2920	816	256.42400000000004	2920	771	327.25
2930	1280	387.456	2930	817	255.938	2930	772	327.0
2940	1281	387.5337	2940	818	255.452	2940	773	326.75
2950	1282	387.6114	2950	819	254.966	2950	774	326.5
2960	1283	387.6891	2960	820	254.48000000000002	2960	775	326.25
2970	1284	387.7668	2970	821	253.99400000000003	2970	776	326.0
2980	1285	387.84450000000004	2980	822	253.50800000000004	2980	777	325.75
2990	1286	387.9222	2990	823	253.022	2990	778	325.5
3000	1287	387.9999	3000	824	252.536	3000	779	325.25
3010	1288	388.0776	3010	825	252.05	3010	780	325.0
3020	1289	388.1553	3020	826	251.56400000000002	3020	781	324.75
3030	1290	388.233	3030	827	251.07800000000003	3030	782	324.5
3040	1291	388.3107	3040	828	250.59199999999998	3040	783	324.25
3050	1292	388.3884	3050	829	250.106	3050	784	324.0
3060	1293	388.4661	3060	830	249.62	3060	785	323.75
3070	1294	388.54380000000003	3070	831	249.13400000000001	3070	786	323.5
3080	1295	388.6215	3080	832	248.64800000000002	3080	787	323.25
3090	1296	388.6992	3090	833	248.16200000000003	3090	788	323.0
3100	1297	388.7769	3100	834	247.676	3100	789	322.75
3110	1298	388.8546	3110	835	247.19	3110	790	322.5
3120	1299	388.9323	3120	836	246.704	3120	791	322.25
3130	1300	389.01	3130	837	246.21800000000002	3130	792	322.0
3140	1301	389.08770000000004	3140	838	245.73200000000003	3140	793	321.75
3150	1302	389.1654	3150	839	245.24600000000004	3150	794	321.5
3160	1303	389.2431	3160	840	244.76	3160	795	321.25
3170	1304	389.3208	3170	841	244.274	3170	796	321.0
3180	1305	389.3985	3180	842	243.788	3180	797	320.75
3190	1306	389.4762	3190	843	243.30200000000002	3190	798	320.5
3200	1307	389.5539	3200	844	242.81600000000003	3200	799	320.25
3210	1308	389.6316	3210	845	242.32999999999998	3210	800	320.0
3220	1309	389.7093	3220	846	241.844	3220	801	319.75
3230	1310	389.78700000000003	3230	847	241.358	3230	802	319.5
3240	1311	389.8647	3240	848	240.872	3240	803	319.25
3250	1312	389.9424	3250	849	240.38600000000002	3250	804	319.0
3260	1313	390.0201	3260	850	239.90000000000003	3260	805	318.75
3270	1314	390.0978	3270	851	239.414	3270	806	318.5
3280	1315	390.1755	3280	852	238.928	3280	807	318.25
